No.,Fe,Cr,Ni,Mo,W,N,Nb,C,Si,Mn,Cu,P,S,Al,V,Ta,Re,Ce,Ti,Co,B,Mg,Y,Gd,"Epit, mV (SCE)",Test Temp (C),Test Solution,[Cl-] M,pH,Test Method,Scan Rate mV/s,Heat treatment,Microstructures,Comments,Reference,Material class
41,45.99,21,25,6,0,0.2,0,0.01,0,0.9,0.9,NA,NA,0,0,0,0,0,0,0,0,0,0,0,917,50,"300 ppm NaCl, pH 7.8",0.0051,7.8,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25µA/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.1,None,NA,N08925 (hMo 1925),49,Fe Alloy
42,45.99,21,25,6,0,0.2,0,0.01,0,0.9,0.9,NA,NA,0,0,0,0,0,0,0,0,0,0,0,867,50,"500 ppm NaCl, pH 7.8",0.0086,7.8,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25µA/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.1,None,NA,N08925 (hMo 1925),49,Fe Alloy
43,45.99,21,25,6,0,0.2,0,0.01,0,0.9,0.9,NA,NA,0,0,0,0,0,0,0,0,0,0,0,738,50,"1000 ppm NaCl, pH 7.8",0.0171,7.8,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25µA/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.1,None,NA,N08925 (hMo 1925),49,Fe Alloy
44,45.99,21,25,6,0,0.2,0,0.01,0,0.9,0.9,NA,NA,0,0,0,0,0,0,0,0,0,0,0,530,50,"5000 ppm NaCl, pH 7.8",0.0856,7.8,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25µA/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.1,None,NA,N08925 (hMo 1925),49,Fe Alloy
45,45.99,21,25,6,0,0.2,0,0.01,0,0.9,0.9,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1060,50,Seawater Natural,0.546,8.2,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25µA/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.1,None,NA,N08925 (hMo 1925),49,Fe Alloy
46,31.48,27,32,6.5,0,NA,0,0.02,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,997,50,"300 ppm NaCl, pH 7.8",0.0051,7.8,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25µA/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.1,None,NA,N0828 (hMo 3127),49,Fe Alloy
47,31.48,27,32,6.5,0,NA,0,0.02,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,980,50,"500 ppm NaCl, pH 7.8",0.0086,7.8,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25µA/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.1,None,NA,N0828 (hMo 3127),49,Fe Alloy
48,31.48,27,32,6.5,0,NA,0,0.02,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,973,50,"1000 ppm NaCl, pH 7.8",0.0171,7.8,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25µA/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.1,None,NA,N0828 (hMo 3127),49,Fe Alloy
49,31.48,27,32,6.5,0,NA,0,0.02,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,933,50,"5000 ppm NaCl, pH 7.8",0.0856,7.8,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25µA/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.1,None,NA,N0828 (hMo 3127),49,Fe Alloy
50,31.48,27,32,6.5,0,NA,0,0.02,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,883,50,Seawater Natural,0.546,8.2,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25µA/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.1,None,NA,N0828 (hMo 3127),49,Fe Alloy
51,37.18,19,33,2,0,NA,2.5,0.02,0.4,0.4,3,NA,NA,0,0,2.5,0,0,0,0,0,0,0,0,912,50,"300 ppm NaCl, pH 7.8",0.0051,7.8,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25µA/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.1,None,NA,"N08020 (20 Cb3), Nb + Ta = 5%",49,Fe Alloy
52,37.18,19,33,2,0,NA,2.5,0.02,0.4,0.4,3,NA,NA,0,0,2.5,0,0,0,0,0,0,0,0,631,50,"500 ppm NaCl, pH 7.8",0.0086,7.8,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25µA/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.1,None,NA,"N08020 (20 Cb3), Nb + Ta = 5%",49,Fe Alloy
53,37.18,19,33,2,0,NA,2.5,0.02,0.4,0.4,3,NA,NA,0,0,2.5,0,0,0,0,0,0,0,0,761,50,"1000 ppm NaCl, pH 7.8",0.0171,7.8,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25µA/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.1,None,NA,"N08020 (20 Cb3), Nb + Ta = 5%",49,Fe Alloy
54,37.18,19,33,2,0,NA,2.5,0.02,0.4,0.4,3,NA,NA,0,0,2.5,0,0,0,0,0,0,0,0,830,50,"5000 ppm NaCl, pH 7.8",0.0856,7.8,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25µA/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.1,None,NA,"N08020 (20 Cb3), Nb + Ta = 5%",49,Fe Alloy
55,37.18,19,33,2,0,NA,2.5,0.02,0.4,0.4,3,NA,NA,0,0,2.5,0,0,0,0,0,0,0,0,538,50,Seawater Natural,0.546,8.2,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25µA/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.1,None,NA,"N08020 (20 Cb3), Nb + Ta = 5%",49,Fe Alloy
56,66.38,25,4,4,0,NA,0,0.03,NA,0.4,0.2,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,1006,50,"300 ppm NaCl, pH 7.8",0.0051,7.8,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25µA/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.1,None,NA,S44635 (Monit 44635),49,Fe Alloy
57,66.38,25,4,4,0,NA,0,0.03,NA,0.4,0.2,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,1003,50,"500 ppm NaCl, pH 7.8",0.0086,7.8,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25µA/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.1,None,NA,S44635 (Monit 44635),49,Fe Alloy
